instancia,lucro_guloso,lucro_sa,tempo_guloso_ms,tempo_sa_ms
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_100\test.in,502435,502348,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_200\test.in,505196,505146,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.0001_s_300\test.in,506023,505794,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_100\test.in,503312,503311,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_200\test.in,504640,504621,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.001_s_300\test.in,507301,507241,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_100\test.in,512187,512120,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_200\test.in,513585,513510,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.01_s_300\test.in,517204,517046,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_100\test.in,602021,601976,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_200\test.in,604795,604606,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0.1_s_300\test.in,606254,606049,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_100\test.in,501977,501963,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_200\test.in,503780,503708,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_0_s_300\test.in,506691,506610,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_100\test.in,502218,502170,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_200\test.in,503964,503834,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.1_eps_1e-05_s_300\test.in,506266,506079,0,8
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_100\test.in,504479,504465,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_200\test.in,507571,507491,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.0001_s_300\test.in,513410,513281,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_100\test.in,505085,504997,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_200\test.in,509129,508987,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.001_s_300\test.in,514838,514704,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_100\test.in,514451,514434,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_200\test.in,519369,519247,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.01_s_300\test.in,521868,521851,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_100\test.in,604443,604416,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_200\test.in,608587,608575,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0.1_s_300\test.in,612352,612085,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_100\test.in,503883,503788,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_200\test.in,508830,508757,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_0_s_300\test.in,511354,511219,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_100\test.in,503987,503898,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_200\test.in,507920,507824,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.2_eps_1e-05_s_300\test.in,512487,512420,0,8
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_100\test.in,506366,506277,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_200\test.in,512603,512427,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.0001_s_300\test.in,517984,517738,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_100\test.in,507240,507239,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_200\test.in,513178,513050,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.001_s_300\test.in,520343,520059,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_100\test.in,516430,516402,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_200\test.in,521964,521898,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.01_s_300\test.in,527196,527031,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_100\test.in,606227,606198,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_200\test.in,612196,612126,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0.1_s_300\test.in,617764,617542,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_100\test.in,505939,505910,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_200\test.in,511209,511040,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_0_s_300\test.in,518903,518734,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_100\test.in,506358,506282,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_200\test.in,512120,511993,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_2_f_0.3_eps_1e-05_s_300\test.in,520207,520031,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_100\test.in,975434,972048,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_200\test.in,979106,974140,0,9
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.0001_s_300\test.in,982926,975754,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_100\test.in,997586,977975,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_200\test.in,1002207,981957,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.001_s_300\test.in,1006023,981819,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_100\test.in,985334,978892,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_200\test.in,988906,1000418,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.01_s_300\test.in,1001757,992727,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_100\test.in,952520,933276,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_200\test.in,955526,917243,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0.1_s_300\test.in,988918,994087,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_100\test.in,972411,970918,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_200\test.in,976005,972892,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_0_s_300\test.in,979489,974532,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_100\test.in,973106,971414,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_200\test.in,976466,973329,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.1_eps_1e-05_s_300\test.in,980363,976147,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_100\test.in,977534,974519,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_200\test.in,982968,979274,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.0001_s_300\test.in,989042,981917,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_100\test.in,997580,978890,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_200\test.in,1004966,986011,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.001_s_300\test.in,1007153,988510,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_100\test.in,977219,992199,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_200\test.in,982554,996032,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.01_s_300\test.in,1006009,988895,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_100\test.in,985827,872933,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_200\test.in,991332,940491,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0.1_s_300\test.in,964296,906720,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_100\test.in,974200,972629,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_200\test.in,980667,977759,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_0_s_300\test.in,987700,982650,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_100\test.in,974670,972946,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_200\test.in,980352,976694,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.2_eps_1e-05_s_300\test.in,985902,981084,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_100\test.in,978259,975094,0,12
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_200\test.in,986249,981522,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.0001_s_300\test.in,995972,989928,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_100\test.in,1000303,982738,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_200\test.in,1006388,989753,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.001_s_300\test.in,1008713,993048,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_100\test.in,988393,983356,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_200\test.in,995874,1001577,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.01_s_300\test.in,1004236,1004594,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_100\test.in,987622,955868,0,10
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_200\test.in,993964,974391,0,11
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0.1_s_300\test.in,901596,956819,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_100\test.in,976212,975006,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_200\test.in,985420,982266,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_0_s_300\test.in,992180,988170,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_100\test.in,977118,975185,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_200\test.in,984579,982430,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_400_c_1000000_g_6_f_0.3_eps_1e-05_s_300\test.in,991906,987919,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.0001_s_100\test.in,9982822994,9996472775,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.0001_s_200\test.in,9996835413,9994477232,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.0001_s_300\test.in,9995846053,9983950775,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.001_s_100\test.in,9976729452,9995160228,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.001_s_200\test.in,9995332695,9995633246,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.001_s_300\test.in,9976751026,9993760962,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.01_s_100\test.in,9903913730,9925784790,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.01_s_200\test.in,9891421390,9930475360,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.01_s_300\test.in,9889085533,9944542812,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.1_s_100\test.in,9839847727,9500003207,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.1_s_200\test.in,9683601028,9929693764,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0.1_s_300\test.in,9507824383,9156259885,0,13
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0_s_100\test.in,9980480367,9980472567,0,17
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0_s_200\test.in,9980491451,9980475770,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_0_s_300\test.in,9980502468,9980481274,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_1e-05_s_100\test.in,9990578913,9981872375,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_1e-05_s_200\test.in,9991189239,9981875451,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.1_eps_1e-05_s_300\test.in,9990699560,9981779251,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.0001_s_100\test.in,9981825351,9980944453,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.0001_s_200\test.in,9999369693,9998483395,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.0001_s_300\test.in,9988853763,9994490256,0,17
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.001_s_100\test.in,9992043548,9993756938,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.001_s_200\test.in,9992054634,9993294027,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.001_s_300\test.in,9984416028,9987993757,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.01_s_100\test.in,9942978919,9923443659,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.01_s_200\test.in,9984396172,9937513581,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.01_s_300\test.in,9975033972,9981272774,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.1_s_100\test.in,9351568715,9562505828,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.1_s_200\test.in,9449233619,9683607385,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0.1_s_300\test.in,9957052152,9078144422,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0_s_100\test.in,9980482944,9980475878,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0_s_200\test.in,9980495917,9980482595,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_0_s_300\test.in,9980507925,9980490178,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_1e-05_s_100\test.in,9990882401,9982476280,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_1e-05_s_200\test.in,9990896253,9983083631,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.2_eps_1e-05_s_300\test.in,9990406609,9982689465,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.0001_s_100\test.in,9992359065,9987947794,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.0001_s_200\test.in,9992373598,9995487798,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.0001_s_300\test.in,9990389892,9988970240,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.001_s_100\test.in,9982516153,9997511091,0,18
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.001_s_200\test.in,9971124111,9975645374,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.001_s_300\test.in,9970668255,9983309637,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.01_s_100\test.in,9882045730,9966417178,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.01_s_200\test.in,9931275444,9942986312,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.01_s_300\test.in,9914101204,9913309317,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.1_s_100\test.in,9625009753,9562509114,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.1_s_200\test.in,9644552077,9167988860,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0.1_s_300\test.in,9722685816,9683621208,0,14
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0_s_100\test.in,9980484352,9980478246,0,17
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0_s_200\test.in,9980502793,9980490578,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_0_s_300\test.in,9980517597,9980500165,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_1e-05_s_100\test.in,9990084822,9982378763,0,17
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_1e-05_s_200\test.in,9989699723,9982789302,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_10_f_0.3_eps_1e-05_s_300\test.in,9989314231,9983199804,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.0001_s_100\test.in,9999454330,9998529894,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.0001_s_200\test.in,9998145885,9998536126,0,17
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.0001_s_300\test.in,9997806628,9998055399,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.001_s_100\test.in,9999155679,9990318464,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.001_s_200\test.in,9988886818,9994082079,0,16
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.001_s_300\test.in,9988811901,9999533390,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.01_s_100\test.in,9945907874,9908109847,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.01_s_200\test.in,9919795158,9909334057,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.01_s_300\test.in,9943582185,9984386444,0,22
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.1_s_100\test.in,9058598024,9984378745,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.1_s_200\test.in,9177010549,9156745723,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0.1_s_300\test.in,9214855971,9875010242,0,15
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0_s_100\test.in,9998794742,9998783884,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0_s_200\test.in,9998810983,9998791112,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_0_s_300\test.in,9998824070,9998793668,0,19
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_1e-05_s_100\test.in,9999905371,9999222283,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_1e-05_s_200\test.in,9999320399,9999327696,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.1_eps_1e-05_s_300\test.in,9999654306,9998833229,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.0001_s_100\test.in,9997870477,9999034937,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.0001_s_200\test.in,9999534272,9998821772,0,21
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.0001_s_300\test.in,9998682977,9999301879,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.001_s_100\test.in,9991276048,9990750088,0,20
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.001_s_200\test.in,9996222395,9989204962,0,28
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.001_s_300\test.in,9999853522,9990060866,0,24
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.01_s_100\test.in,9980578635,9903669981,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.01_s_200\test.in,9953248751,9977603316,0,26
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.01_s_300\test.in,9901258361,9993090253,0,27
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.1_s_100\test.in,9339363463,9233650007,0,23
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.1_s_200\test.in,9308852816,9228773740,0,25
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0.1_s_300\test.in,9272239677,9828390584,0,73
C:\Users\adria\Desktop\knapsack\problemInstances\n_600_c_10000000000_g_14_f_0.2_eps_0_s_100\test.in,9998796026,9998787133,0,33
