instance,greedy,sa,time_seconds,max_rss_kb
n_1000_c_100000000_g_14_f_0.1_eps_0_s_100,100009523,100009523,0.86,4352
n_1000_c_100000000_g_14_f_0.1_eps_0_s_200,100022139,100022139,0.85,4224
n_1000_c_100000000_g_14_f_0.1_eps_0_s_300,100033886,100033886,0.88,4224
n_1000_c_100000000_g_14_f_0.1_eps_1e-05_s_100,100010167,100010167,0.87,4224
n_1000_c_100000000_g_14_f_0.1_eps_1e-05_s_200,100015902,100017639,0.90,4352
n_1000_c_100000000_g_14_f_0.1_eps_1e-05_s_300,100033656,100033656,0.90,4096
n_1000_c_100000000_g_14_f_0.2_eps_0.0001_s_100,99993765,100006793,0.87,4096
n_1000_c_100000000_g_14_f_0.2_eps_0.0001_s_200,100026214,100026214,0.87,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.0001_s_300,100034562,100034562,0.84,4096
n_1000_c_100000000_g_14_f_0.2_eps_0.001_s_100,99995869,100007944,0.85,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.001_s_200,99987236,100021058,0.86,4352
n_1000_c_100000000_g_14_f_0.2_eps_0.001_s_300,99974173,100023680,0.82,4352
n_1000_c_100000000_g_14_f_0.2_eps_0.01_s_100,99689602,99995198,0.83,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.01_s_200,99435994,100008875,0.84,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.01_s_300,99392976,100015312,0.86,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.1_s_100,91708555,100003121,0.73,4096
n_1000_c_100000000_g_14_f_0.2_eps_0.1_s_200,91512769,99984253,0.74,4224
n_1000_c_100000000_g_14_f_0.2_eps_0.1_s_300,91023167,99995054,0.75,4224
n_1000_c_100000000_g_14_f_0.2_eps_0_s_100,100011328,100011328,0.98,4096
n_1000_c_100000000_g_14_f_0.2_eps_0_s_200,100022600,100022600,0.90,4224
n_1000_c_100000000_g_14_f_0.2_eps_0_s_300,100036211,100036211,0.91,4224
n_1000_c_100000000_g_14_f_0.2_eps_1e-05_s_100,100004245,100005140,0.94,4096
n_1000_c_100000000_g_14_f_0.2_eps_1e-05_s_200,100021162,100021162,0.93,4224
n_1000_c_100000000_g_14_f_0.2_eps_1e-05_s_300,100031253,100031253,0.93,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.0001_s_100,100014014,100014014,0.90,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.0001_s_200,100018173,100018173,0.94,4096
n_1000_c_100000000_g_14_f_0.3_eps_0.0001_s_300,100032882,100032882,0.87,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.001_s_100,99968556,100005212,0.91,4096
n_1000_c_100000000_g_14_f_0.3_eps_0.001_s_200,99959799,100010505,0.86,4096
n_1000_c_100000000_g_14_f_0.3_eps_0.001_s_300,100040294,100040294,0.88,4096
n_1000_c_100000000_g_14_f_0.3_eps_0.01_s_100,99268576,100001340,0.87,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.01_s_200,99170079,100011810,0.88,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.01_s_300,99422347,100008932,0.82,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.1_s_100,91321983,99976558,0.79,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.1_s_200,93291109,99992622,0.80,4224
n_1000_c_100000000_g_14_f_0.3_eps_0.1_s_300,92745187,99983536,0.78,4352
n_1000_c_100000000_g_14_f_0.3_eps_0_s_100,100005080,100005720,0.99,4352
n_1000_c_100000000_g_14_f_0.3_eps_0_s_200,100025531,100025531,1.01,4224
n_1000_c_100000000_g_14_f_0.3_eps_0_s_300,100038347,100038347,0.98,4224
n_1000_c_100000000_g_14_f_0.3_eps_1e-05_s_100,100013258,100013258,0.98,4352
n_1000_c_100000000_g_14_f_0.3_eps_1e-05_s_200,100024906,100024906,0.84,4224
n_1000_c_100000000_g_14_f_0.3_eps_1e-05_s_300,100037443,100037443,0.90,4096
n_1000_c_100000000_g_2_f_0.1_eps_0.0001_s_100,50014609,50014609,0.61,4096
n_1000_c_100000000_g_2_f_0.1_eps_0.0001_s_200,50019718,50019718,0.61,4224
n_1000_c_100000000_g_2_f_0.1_eps_0.0001_s_300,50026496,50026496,0.64,4352
n_1000_c_100000000_g_2_f_0.1_eps_0.001_s_100,50105091,50105091,0.64,4352
n_1000_c_100000000_g_2_f_0.1_eps_0.001_s_200,50109731,50109731,0.67,4352
n_1000_c_100000000_g_2_f_0.1_eps_0.001_s_300,50115740,50115740,0.65,4096
n_1000_c_100000000_g_2_f_0.1_eps_0.01_s_100,51005377,51005377,0.64,4224
n_1000_c_100000000_g_2_f_0.1_eps_0.01_s_200,51009631,51009631,0.63,4096
n_1000_c_100000000_g_2_f_0.1_eps_0.01_s_300,51015231,51015231,0.65,4224
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_100,60005039,60005039,0.59,4096
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_200,60009343,60009343,0.64,4224
n_1000_c_100000000_g_2_f_0.1_eps_0.1_s_300,60013252,60013252,0.70,4224
n_1000_c_100000000_g_2_f_0.1_eps_0_s_100,50004453,50004453,0.72,4352
n_1000_c_100000000_g_2_f_0.1_eps_0_s_200,50010253,50010253,0.69,4224
n_1000_c_100000000_g_2_f_0.1_eps_0_s_300,50016328,50016328,0.68,4224
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_100,50005804,50005804,0.68,4096
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_200,50011492,50011492,0.65,4352
n_1000_c_100000000_g_2_f_0.1_eps_1e-05_s_300,50016474,50016474,0.67,4352
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_100,50019978,50019978,0.77,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50030190,50030190,0.72,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.0001_s_300,50040699,50040699,0.69,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_100,50110800,50110800,0.75,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_200,50120280,50120280,0.70,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.001_s_300,50128533,50128533,0.77,4096
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_100,51009335,51009335,0.71,4096
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_200,51021132,51021132,0.79,4096
n_1000_c_100000000_g_2_f_0.2_eps_0.01_s_300,51031350,51031350,0.70,4096
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_100,60009917,60009917,0.69,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_200,60021184,60021184,0.70,4224
n_1000_c_100000000_g_2_f_0.2_eps_0.1_s_300,60029821,60029821,0.63,4224
n_1000_c_100000000_g_2_f_0.2_eps_0_s_100,50009544,50009544,0.69,4224
n_1000_c_100000000_g_2_f_0.2_eps_0_s_200,50019736,50019736,0.65,4352
n_1000_c_100000000_g_2_f_0.2_eps_0_s_300,50030239,50030239,0.63,4224
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_100,50011197,50011197,0.67,4096
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_200,50022430,50022430,0.71,4352
n_1000_c_100000000_g_2_f_0.2_eps_1e-05_s_300,50030525,50030525,0.74,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_100,50025613,50025613,0.72,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_200,50040648,50040648,0.69,4096
n_1000_c_100000000_g_2_f_0.3_eps_0.0001_s_300,50056061,50056061,0.73,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_100,50114782,50114782,0.71,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_200,50129980,50129980,0.67,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.001_s_300,50143832,50143832,0.65,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_100,51014800,51014800,0.72,4352
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_200,51029211,51029211,0.71,4352
n_1000_c_100000000_g_2_f_0.3_eps_0.01_s_300,51045514,51045514,0.74,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_100,60016122,60016124,0.76,4224
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_200,60029946,60029946,0.74,4352
n_1000_c_100000000_g_2_f_0.3_eps_0.1_s_300,60044611,60044619,0.70,4224
n_1000_c_100000000_g_2_f_0.3_eps_0_s_100,50014610,50014610,0.74,4352
n_1000_c_100000000_g_2_f_0.3_eps_0_s_200,50030349,50030349,0.74,4224
n_1000_c_100000000_g_2_f_0.3_eps_0_s_300,50045287,50045287,0.72,4352
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_100,50016203,50016203,0.62,4224
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_200,50033193,50033193,0.74,4096
n_1000_c_100000000_g_2_f_0.3_eps_1e-05_s_300,50045416,50045416,0.67,4096
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_100,97192641,97192777,0.75,4352
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_200,97189161,97189161,0.77,4352
n_1000_c_100000000_g_6_f_0.1_eps_0.0001_s_300,97157709,97157709,0.76,4224
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_100,99982731,99982945,0.76,4224
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_200,99389108,99389641,0.88,4224
n_1000_c_100000000_g_6_f_0.1_eps_0.001_s_300,99896519,99897219,0.80,4096
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_100,99007173,99007283,0.94,4224
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_200,99013086,99013344,0.93,4096
n_1000_c_100000000_g_6_f_0.1_eps_0.01_s_300,97018811,97018811,0.82,4224
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_100,91881073,98131073,0.72,4352
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_200,95011680,98136703,0.72,4096
n_1000_c_100000000_g_6_f_0.1_eps_0.1_s_300,95015915,98141023,0.83,4096
n_1000_c_100000000_g_6_f_0.1_eps_0_s_100,96882431,96882431,0.81,4352
n_1000_c_100000000_g_6_f_0.1_eps_0_s_200,96889551,96889551,1.01,4096
n_1000_c_100000000_g_6_f_0.1_eps_0_s_300,96896942,96896942,0.89,4224
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_100,96912495,96912495,0.98,4352
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_200,96919217,96919217,0.80,4224
n_1000_c_100000000_g_6_f_0.1_eps_1e-05_s_300,96925616,96925616,0.80,4096
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_100,97167795,97167795,1.03,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_200,97177852,97177852,0.81,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.0001_s_300,97213812,97214412,0.71,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_100,99787118,99787365,0.89,4096
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_200,99799522,99799978,0.72,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.001_s_300,99711552,99712146,0.86,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_100,97011537,97011537,0.77,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_200,99148085,99148335,0.90,4096
n_1000_c_100000000_g_6_f_0.2_eps_0.01_s_300,98033213,98033667,0.70,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_100,98135617,98135625,0.89,4096
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_200,95021058,98146158,0.71,4224
n_1000_c_100000000_g_6_f_0.2_eps_0.1_s_300,91907656,98157649,0.69,4352
n_1000_c_100000000_g_6_f_0.2_eps_0_s_100,96887353,96887353,0.72,4224
n_1000_c_100000000_g_6_f_0.2_eps_0_s_200,96899115,96899115,0.95,4224
n_1000_c_100000000_g_6_f_0.2_eps_0_s_300,96912480,96912480,0.99,4352
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_100,96916397,96916397,0.76,4352
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_200,96929802,96929802,0.96,4352
n_1000_c_100000000_g_6_f_0.2_eps_1e-05_s_300,96940848,96940848,1.03,4352
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_100,97182528,97182528,0.87,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_200,97209400,97209629,0.79,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.0001_s_300,97206721,97207310,0.81,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_100,99691574,99691811,0.80,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_200,99510684,99511057,1.02,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.001_s_300,99827414,99827745,1.01,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_100,96016708,96016708,1.06,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_200,96032002,96032002,0.85,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.01_s_300,97051725,97051725,1.06,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_100,91890567,98140570,0.78,4096
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_200,91907269,98157246,0.75,4224
n_1000_c_100000000_g_6_f_0.3_eps_0.1_s_300,98172734,98172790,0.79,4096
n_1000_c_100000000_g_6_f_0.3_eps_0_s_100,96892047,96892047,1.08,4224
n_1000_c_100000000_g_6_f_0.3_eps_0_s_200,96910621,96910621,0.79,4224
n_1000_c_100000000_g_6_f_0.3_eps_0_s_300,96926910,96926912,1.05,4096
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_100,96918488,96918488,0.80,4224
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_200,96937411,96937411,1.03,4224
n_1000_c_100000000_g_6_f_0.3_eps_1e-05_s_300,96956528,96956528,0.83,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_100,1007247,1007247,1.11,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_200,1015764,1015764,0.89,4096
n_1000_c_1000000_g_10_f_0.1_eps_0.0001_s_300,1022245,1022245,0.89,4096
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_100,1008246,1008246,0.87,4096
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_200,1014168,1014168,1.02,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.001_s_300,1023943,1023943,0.85,4096
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_100,998817,1004366,0.99,4096
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_200,1011105,1011105,0.96,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.01_s_300,1014827,1014827,0.84,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_100,980523,999991,0.88,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_200,964377,999639,0.71,4224
n_1000_c_1000000_g_10_f_0.1_eps_0.1_s_300,985198,1000834,0.70,4224
n_1000_c_1000000_g_10_f_0.1_eps_0_s_100,1007973,1007973,0.80,4224
n_1000_c_1000000_g_10_f_0.1_eps_0_s_200,1016104,1016104,1.05,4224
n_1000_c_1000000_g_10_f_0.1_eps_0_s_300,1022791,1022791,1.05,4224
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_100,1008478,1008478,0.82,4224
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_200,1014353,1014353,1.10,4224
n_1000_c_1000000_g_10_f_0.1_eps_1e-05_s_300,1023644,1023644,0.85,4096
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_100,1010081,1010081,1.11,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_200,1020273,1020273,0.88,4096
n_1000_c_1000000_g_10_f_0.2_eps_0.0001_s_300,1027459,1027459,0.90,4096
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_100,1008789,1008789,0.92,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_200,1019705,1019705,1.09,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.001_s_300,1027790,1027790,1.09,4096
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_100,999449,1004986,0.85,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_200,1010494,1010494,1.06,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.01_s_300,1022311,1022311,0.83,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_100,952176,997044,0.88,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_200,982469,1001973,0.75,4224
n_1000_c_1000000_g_10_f_0.2_eps_0.1_s_300,985062,1002575,0.76,4224
n_1000_c_1000000_g_10_f_0.2_eps_0_s_100,1008470,1008470,0.88,4224
n_1000_c_1000000_g_10_f_0.2_eps_0_s_200,1018993,1018993,0.87,4224
n_1000_c_1000000_g_10_f_0.2_eps_0_s_300,1029158,1029158,1.12,4096
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_100,1009728,1009728,1.17,4224
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_200,1017726,1017726,1.12,4224
n_1000_c_1000000_g_10_f_0.2_eps_1e-05_s_300,1025363,1025363,0.88,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_100,1010111,1010111,1.16,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_200,1020493,1020493,0.95,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.0001_s_300,1032120,1032120,0.93,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_100,1010273,1010273,1.09,4096
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_200,1019660,1019660,0.96,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.001_s_300,1032922,1032922,1.11,4096
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_100,1008650,1008650,1.11,4096
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_200,1015839,1015839,0.87,4096
n_1000_c_1000000_g_10_f_0.3_eps_0.01_s_300,1026888,1026888,1.08,4096
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_100,959335,1000352,0.80,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_200,967284,1000323,0.77,4224
n_1000_c_1000000_g_10_f_0.3_eps_0.1_s_300,1009838,1009838,1.11,4224
n_1000_c_1000000_g_10_f_0.3_eps_0_s_100,1010292,1010292,0.87,4224
n_1000_c_1000000_g_10_f_0.3_eps_0_s_200,1021881,1021881,0.89,4224
n_1000_c_1000000_g_10_f_0.3_eps_0_s_300,1031512,1031512,0.87,4224
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_100,1011330,1011330,1.13,4224
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_200,1020290,1020290,1.14,4224
n_1000_c_1000000_g_10_f_0.3_eps_1e-05_s_300,1031046,1031046,0.89,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_100,1011303,1011303,1.31,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_200,1023784,1023784,0.96,4096
n_1000_c_1000000_g_14_f_0.1_eps_0.0001_s_300,1033403,1033403,1.05,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_100,1011891,1011891,1.13,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_200,1019817,1019817,0.95,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.001_s_300,1032562,1032562,1.03,4096
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_100,999606,1004901,1.03,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_200,1012836,1012836,1.05,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.01_s_300,1020847,1020847,0.84,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_100,912057,1000647,0.71,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_200,938925,1000568,0.76,4224
n_1000_c_1000000_g_14_f_0.1_eps_0.1_s_300,927466,1000964,0.76,4224
n_1000_c_1000000_g_14_f_0.1_eps_0_s_100,1011231,1011231,0.87,4096
n_1000_c_1000000_g_14_f_0.1_eps_0_s_200,1022454,1022454,0.91,4096
n_1000_c_1000000_g_14_f_0.1_eps_0_s_300,1034660,1034660,0.85,4224
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_100,1012164,1012164,0.88,4224
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_200,1022847,1022847,0.92,4096
n_1000_c_1000000_g_14_f_0.1_eps_1e-05_s_300,1033648,1033648,0.90,4096
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_100,1012371,1012371,0.93,4096
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_200,1024238,1024238,0.90,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.0001_s_300,1036817,1036817,0.89,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_100,1012045,1012045,0.87,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_200,1025641,1025641,0.95,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.001_s_300,1033843,1033843,0.87,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_100,1008408,1008408,0.91,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_200,1014720,1014720,0.84,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.01_s_300,1024555,1024555,0.89,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_100,933715,1000337,0.77,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_200,946704,1001022,0.74,4224
n_1000_c_1000000_g_14_f_0.2_eps_0.1_s_300,954632,999350,0.72,4224
n_1000_c_1000000_g_14_f_0.2_eps_0_s_100,1012029,1012029,0.90,4096
n_1000_c_1000000_g_14_f_0.2_eps_0_s_200,1023717,1023717,0.87,4224
n_1000_c_1000000_g_14_f_0.2_eps_0_s_300,1033986,1033986,0.87,4224
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_100,1012002,1012002,0.91,4352
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_200,1024372,1024372,0.93,4096
n_1000_c_1000000_g_14_f_0.2_eps_1e-05_s_300,1037863,1037863,0.90,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_100,1012660,1012660,0.87,4352
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_200,1025403,1025403,0.89,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.0001_s_300,1035535,1035535,0.91,4096
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_100,1011731,1011731,0.87,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_200,1024411,1024411,0.86,4352
n_1000_c_1000000_g_14_f_0.3_eps_0.001_s_300,1037756,1037756,0.94,4352
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_100,1009251,1009251,0.92,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_200,1018156,1018156,0.95,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.01_s_300,1028205,1028205,0.86,4096
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_100,940231,1001226,0.81,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_200,944711,1000402,0.80,4224
n_1000_c_1000000_g_14_f_0.3_eps_0.1_s_300,984256,1004744,0.81,4224
n_1000_c_1000000_g_14_f_0.3_eps_0_s_100,1013424,1013424,0.85,4224
n_1000_c_1000000_g_14_f_0.3_eps_0_s_200,1026749,1026749,0.92,4224
n_1000_c_1000000_g_14_f_0.3_eps_0_s_300,1039520,1039520,0.90,4224
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_100,1012451,1012451,0.91,4224
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_200,1026296,1026296,0.90,4224
n_1000_c_1000000_g_14_f_0.3_eps_1e-05_s_300,1039666,1039666,0.87,4096
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_100,505233,505233,0.71,4224
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_200,510614,510614,0.69,4224
n_1000_c_1000000_g_2_f_0.1_eps_0.0001_s_300,514881,514881,0.64,4352
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_100,505891,505891,0.65,4096
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_200,510720,510720,0.63,4224
n_1000_c_1000000_g_2_f_0.1_eps_0.001_s_300,515158,515158,0.62,4352
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_100,515034,515034,0.64,4352
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_200,521453,521453,0.62,4096
n_1000_c_1000000_g_2_f_0.1_eps_0.01_s_300,525390,525390,0.63,4352
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_100,605344,605344,0.65,4096
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_200,610137,610140,0.62,4224
n_1000_c_1000000_g_2_f_0.1_eps_0.1_s_300,615322,615324,0.65,4096
n_1000_c_1000000_g_2_f_0.1_eps_0_s_100,504947,504947,0.71,4224
n_1000_c_1000000_g_2_f_0.1_eps_0_s_200,509526,509526,0.63,4224
n_1000_c_1000000_g_2_f_0.1_eps_0_s_300,515225,515225,0.69,4224
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_100,505263,505263,0.64,4352
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_200,509892,509892,0.71,4096
n_1000_c_1000000_g_2_f_0.1_eps_1e-05_s_300,515280,515280,0.67,4352
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_100,510425,510425,0.67,4096
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_200,520334,520334,0.65,4352
n_1000_c_1000000_g_2_f_0.2_eps_0.0001_s_300,530310,530310,0.69,4352
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_100,511418,511418,0.69,4096
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_200,520044,520044,0.69,4224
n_1000_c_1000000_g_2_f_0.2_eps_0.001_s_300,530699,530699,0.72,4224
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_100,520446,520446,0.68,4224
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_200,530118,530118,0.65,4224
n_1000_c_1000000_g_2_f_0.2_eps_0.01_s_300,539097,539097,0.73,4352
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_100,610668,610668,0.71,4224
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_200,620010,620015,0.61,4352
n_1000_c_1000000_g_2_f_0.2_eps_0.1_s_300,631000,631000,0.68,4352
n_1000_c_1000000_g_2_f_0.2_eps_0_s_100,510264,510264,0.66,4224
n_1000_c_1000000_g_2_f_0.2_eps_0_s_200,520017,520017,0.73,4096
n_1000_c_1000000_g_2_f_0.2_eps_0_s_300,528839,528839,0.72,4352
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_100,509988,509988,0.62,4224
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_200,521020,521020,0.70,4224
n_1000_c_1000000_g_2_f_0.2_eps_1e-05_s_300,530241,530241,0.75,4224
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_100,515284,515284,0.69,4224
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_200,528961,528961,0.76,4224
n_1000_c_1000000_g_2_f_0.3_eps_0.0001_s_300,546154,546154,0.77,4224
n_1000_c_1000000_g_2_f_0.3_eps_0.001_s_100,515553,515553,0.71,4224
n_1000_c_1000000_g_2_f_0.3_eps_0.001_s_200,532252,532252,0.72,4224
