instance,greedy,sa,time_seconds,max_rss_kb
n_400_c_10000000000_g_14_f_0.1_eps_0.0001_s_300,9999739792,9999741933,0.26,3968
n_400_c_10000000000_g_14_f_0.1_eps_0.001_s_100,9991895125,9999219945,0.26,3968
n_400_c_10000000000_g_14_f_0.1_eps_0.001_s_200,9999552676,9999554032,0.25,4096
n_400_c_10000000000_g_14_f_0.1_eps_0.001_s_300,9999329309,9999331265,0.24,4096
n_400_c_10000000000_g_14_f_0.1_eps_0.01_s_100,9969295112,9999813008,0.25,4096
n_400_c_10000000000_g_14_f_0.1_eps_0.01_s_200,9987710919,9999918898,0.25,3968
n_400_c_10000000000_g_14_f_0.1_eps_0.01_s_300,9934299105,9998998110,0.26,3968
n_400_c_10000000000_g_14_f_0.1_eps_0.1_s_100,9405276572,9998538281,0.24,4096
n_400_c_10000000000_g_14_f_0.1_eps_0.1_s_200,9222174458,9998541681,0.23,3968
n_400_c_10000000000_g_14_f_0.1_eps_0.1_s_300,9368662169,9976572185,0.25,3968
n_400_c_10000000000_g_14_f_0.1_eps_0_s_100,9998789572,9998789572,0.25,3968
n_400_c_10000000000_g_14_f_0.1_eps_0_s_200,9998803828,9998803828,0.23,4096
n_400_c_10000000000_g_14_f_0.1_eps_0_s_300,9998810882,9998810882,0.25,3968
n_400_c_10000000000_g_14_f_0.1_eps_1e-05_s_100,9999283215,9999283775,0.25,3968
n_400_c_10000000000_g_14_f_0.1_eps_1e-05_s_200,9999094639,9999095770,0.27,3968
n_400_c_10000000000_g_14_f_0.1_eps_1e-05_s_300,9998805290,9998805290,0.26,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.0001_s_100,9999927460,9999928270,0.29,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.0001_s_200,9998836747,9998836789,0.26,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.0001_s_300,9998832635,9998832635,0.26,3968
n_400_c_10000000000_g_14_f_0.2_eps_0.001_s_100,9993820695,9999924613,0.26,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.001_s_200,9995853175,9999516269,0.30,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.001_s_300,9996802718,9999245842,0.31,4224
n_400_c_10000000000_g_14_f_0.2_eps_0.01_s_100,9947274846,9999765325,0.25,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.01_s_200,9938543231,9999579456,0.29,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.01_s_300,9983231426,9999101569,0.28,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.1_s_100,9235601232,9976567965,0.22,4096
n_400_c_10000000000_g_14_f_0.2_eps_0.1_s_200,9434580661,9996103856,0.23,4224
n_400_c_10000000000_g_14_f_0.2_eps_0.1_s_300,9358901904,9999771031,0.24,3968
n_400_c_10000000000_g_14_f_0.2_eps_0_s_100,9998790994,9998790994,0.26,4224
n_400_c_10000000000_g_14_f_0.2_eps_0_s_200,9998804464,9998804464,0.23,4096
n_400_c_10000000000_g_14_f_0.2_eps_0_s_300,9998816182,9998816182,0.25,3968
n_400_c_10000000000_g_14_f_0.2_eps_1e-05_s_100,9999705600,9999706207,0.25,4096
n_400_c_10000000000_g_14_f_0.2_eps_1e-05_s_200,9999737614,9999738640,0.28,4096
n_400_c_10000000000_g_14_f_0.2_eps_1e-05_s_300,9999247231,9999249031,0.27,3968
n_400_c_10000000000_g_14_f_0.3_eps_0.0001_s_100,9998033864,9999254908,0.24,3968
n_400_c_10000000000_g_14_f_0.3_eps_0.0001_s_200,9998032059,9999253481,0.26,4096
n_400_c_10000000000_g_14_f_0.3_eps_0.0001_s_300,9997822816,9997822816,0.25,4096
n_400_c_10000000000_g_14_f_0.3_eps_0.001_s_100,9993967885,9998850671,0.25,3968
n_400_c_10000000000_g_14_f_0.3_eps_0.001_s_200,9998582057,9999803461,0.25,3968
n_400_c_10000000000_g_14_f_0.3_eps_0.001_s_300,9999860895,9999862313,0.24,4224
n_400_c_10000000000_g_14_f_0.3_eps_0.01_s_100,9985949103,9999377052,0.25,4096
n_400_c_10000000000_g_14_f_0.3_eps_0.01_s_200,9938009707,9999045116,0.25,4224
n_400_c_10000000000_g_14_f_0.3_eps_0.01_s_300,9996223754,9999887051,0.25,3968
n_400_c_10000000000_g_14_f_0.3_eps_0.1_s_100,9532234190,9996101393,0.25,4096
n_400_c_10000000000_g_14_f_0.3_eps_0.1_s_200,9291762311,9999770078,0.32,4096
n_400_c_10000000000_g_14_f_0.3_eps_0.1_s_300,9162375789,9996115985,0.28,4096
n_400_c_10000000000_g_14_f_0.3_eps_0_s_100,9998792019,9998792019,0.28,3968
n_400_c_10000000000_g_14_f_0.3_eps_0_s_200,9998804310,9998804310,0.30,4096
n_400_c_10000000000_g_14_f_0.3_eps_0_s_300,9998819539,9998819539,0.28,4096
n_400_c_10000000000_g_14_f_0.3_eps_1e-05_s_100,9999747396,9999747753,0.32,4096
n_400_c_10000000000_g_14_f_0.3_eps_1e-05_s_200,9998939680,9998940394,0.32,4096
n_400_c_10000000000_g_14_f_0.3_eps_1e-05_s_300,9999453842,9999454593,0.32,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.0001_s_100,5001001988,5001001988,0.21,3968
n_400_c_10000000000_g_2_f_0.1_eps_0.0001_s_200,5001004375,5001004375,0.18,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.0001_s_300,5001006415,5001006415,0.17,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.001_s_100,5010002034,5010002034,0.16,3968
n_400_c_10000000000_g_2_f_0.1_eps_0.001_s_200,5010004514,5010004514,0.19,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.001_s_300,5010006552,5010006552,0.20,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.01_s_100,5100002293,5100002293,0.19,3968
n_400_c_10000000000_g_2_f_0.1_eps_0.01_s_200,5100003958,5100003958,0.18,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.01_s_300,5100005560,5100005560,0.18,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.1_s_100,6000001937,6000001945,0.18,4224
n_400_c_10000000000_g_2_f_0.1_eps_0.1_s_200,6000004400,6000004413,0.19,4096
n_400_c_10000000000_g_2_f_0.1_eps_0.1_s_300,6000007120,6000007122,0.18,4096
n_400_c_10000000000_g_2_f_0.1_eps_0_s_100,5000002141,5000002141,0.18,4224
n_400_c_10000000000_g_2_f_0.1_eps_0_s_200,5000003919,5000003919,0.19,4096
n_400_c_10000000000_g_2_f_0.1_eps_0_s_300,5000006326,5000006326,0.21,4096
n_400_c_10000000000_g_2_f_0.1_eps_1e-05_s_100,5000101906,5000101906,0.20,4096
n_400_c_10000000000_g_2_f_0.1_eps_1e-05_s_200,5000103863,5000103863,0.20,4096
n_400_c_10000000000_g_2_f_0.1_eps_1e-05_s_300,5000106091,5000106091,0.18,4096
n_400_c_10000000000_g_2_f_0.2_eps_0.0001_s_100,5001003879,5001003879,0.19,4224
n_400_c_10000000000_g_2_f_0.2_eps_0.0001_s_200,5001008383,5001008383,0.20,4224
n_400_c_10000000000_g_2_f_0.2_eps_0.0001_s_300,5001013112,5001013112,0.17,4096
n_400_c_10000000000_g_2_f_0.2_eps_0.001_s_100,5010004034,5010004034,0.19,3968
n_400_c_10000000000_g_2_f_0.2_eps_0.001_s_200,5010008389,5010008389,0.22,4224
n_400_c_10000000000_g_2_f_0.2_eps_0.001_s_300,5010012604,5010012604,0.22,3968
n_400_c_10000000000_g_2_f_0.2_eps_0.01_s_100,5100003540,5100003540,0.20,3968
n_400_c_10000000000_g_2_f_0.2_eps_0.01_s_200,5100008341,5100008341,0.18,3968
n_400_c_10000000000_g_2_f_0.2_eps_0.01_s_300,5100013468,5100013468,0.20,4096
n_400_c_10000000000_g_2_f_0.2_eps_0.1_s_100,6000004722,6000004723,0.19,4096
n_400_c_10000000000_g_2_f_0.2_eps_0.1_s_200,6000008273,6000008276,0.21,3968
n_400_c_10000000000_g_2_f_0.2_eps_0.1_s_300,6000011061,6000011061,0.20,4224
n_400_c_10000000000_g_2_f_0.2_eps_0_s_100,5000003962,5000003962,0.20,4096
n_400_c_10000000000_g_2_f_0.2_eps_0_s_200,5000007427,5000007427,0.22,4224
n_400_c_10000000000_g_2_f_0.2_eps_0_s_300,5000013512,5000013512,0.19,4096
n_400_c_10000000000_g_2_f_0.2_eps_1e-05_s_100,5000104011,5000104011,0.21,4224
n_400_c_10000000000_g_2_f_0.2_eps_1e-05_s_200,5000108364,5000108364,0.20,3968
n_400_c_10000000000_g_2_f_0.2_eps_1e-05_s_300,5000111651,5000111651,0.21,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.0001_s_100,5001006178,5001006178,0.23,4224
n_400_c_10000000000_g_2_f_0.3_eps_0.0001_s_200,5001012702,5001012702,0.25,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.0001_s_300,5001018179,5001018179,0.23,4224
n_400_c_10000000000_g_2_f_0.3_eps_0.001_s_100,5010006123,5010006123,0.23,3840
n_400_c_10000000000_g_2_f_0.3_eps_0.001_s_200,5010013024,5010013024,0.22,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.001_s_300,5010018045,5010018045,0.21,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.01_s_100,5100007078,5100007078,0.20,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.01_s_200,5100012759,5100012759,0.19,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.01_s_300,5100017537,5100017537,0.25,4096
n_400_c_10000000000_g_2_f_0.3_eps_0.1_s_100,6000006471,6000006471,0.23,4224
n_400_c_10000000000_g_2_f_0.3_eps_0.1_s_200,6000012050,6000012053,0.22,4224
n_400_c_10000000000_g_2_f_0.3_eps_0.1_s_300,6000018313,6000018325,0.22,3968
n_400_c_10000000000_g_2_f_0.3_eps_0_s_100,5000006422,5000006422,0.19,4096
n_400_c_10000000000_g_2_f_0.3_eps_0_s_200,5000012666,5000012666,0.20,4096
n_400_c_10000000000_g_2_f_0.3_eps_0_s_300,5000018466,5000018466,0.20,4096
n_400_c_10000000000_g_2_f_0.3_eps_1e-05_s_100,5000106454,5000106454,0.20,4096
n_400_c_10000000000_g_2_f_0.3_eps_1e-05_s_200,5000112061,5000112061,0.23,4096
n_400_c_10000000000_g_2_f_0.3_eps_1e-05_s_300,5000117631,5000117631,0.18,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.0001_s_100,9710503994,9710503994,0.21,4224
n_400_c_10000000000_g_6_f_0.1_eps_0.0001_s_200,9712507799,9712507799,0.22,3968
n_400_c_10000000000_g_6_f_0.1_eps_0.0001_s_300,9710511762,9710511762,0.22,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.001_s_100,9937503815,9937504037,0.21,4224
n_400_c_10000000000_g_6_f_0.1_eps_0.001_s_200,9927507725,9927508237,0.20,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.001_s_300,9947511671,9947512065,0.20,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.01_s_100,9812503812,9812503949,0.23,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.01_s_200,9600007444,9600007444,0.20,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.01_s_300,9812511844,9812512312,0.22,4224
n_400_c_10000000000_g_6_f_0.1_eps_0.1_s_100,8812502815,9812502897,0.20,4096
n_400_c_10000000000_g_6_f_0.1_eps_0.1_s_200,9500005892,9812506009,0.22,3840
n_400_c_10000000000_g_6_f_0.1_eps_0.1_s_300,9125007922,9750007977,0.20,4096
n_400_c_10000000000_g_6_f_0.1_eps_0_s_100,9687503703,9687503703,0.20,4224
n_400_c_10000000000_g_6_f_0.1_eps_0_s_200,9687508223,9687508223,0.24,3968
n_400_c_10000000000_g_6_f_0.1_eps_0_s_300,9687512301,9687512301,0.23,4096
n_400_c_10000000000_g_6_f_0.1_eps_1e-05_s_100,9690003705,9690003705,0.24,4096
n_400_c_10000000000_g_6_f_0.1_eps_1e-05_s_200,9689908197,9689908197,0.22,4224
n_400_c_10000000000_g_6_f_0.1_eps_1e-05_s_300,9690013131,9690013131,0.22,4224
n_400_c_10000000000_g_6_f_0.2_eps_0.0001_s_100,9709505846,9709505846,0.22,4096
n_400_c_10000000000_g_6_f_0.2_eps_0.0001_s_200,9710512098,9710512098,0.21,4224
n_400_c_10000000000_g_6_f_0.2_eps_0.0001_s_300,9711517779,9711517779,0.23,4224
n_400_c_10000000000_g_6_f_0.2_eps_0.001_s_100,9927505636,9927505898,0.20,4096
n_400_c_10000000000_g_6_f_0.2_eps_0.001_s_200,9917511080,9917511300,0.23,3968
n_400_c_10000000000_g_6_f_0.2_eps_0.001_s_300,9917517193,9917517896,0.21,3968
n_400_c_10000000000_g_6_f_0.2_eps_0.01_s_100,9812505184,9812505408,0.22,4224
n_400_c_10000000000_g_6_f_0.2_eps_0.01_s_200,9812511403,9812511822,0.21,3968
n_400_c_10000000000_g_6_f_0.2_eps_0.01_s_300,9712516338,9712516338,0.22,4096
n_400_c_10000000000_g_6_f_0.2_eps_0.1_s_100,8812504193,9812504297,0.22,4224
n_400_c_10000000000_g_6_f_0.2_eps_0.1_s_200,9812509106,9812509221,0.19,4096
n_400_c_10000000000_g_6_f_0.2_eps_0.1_s_300,9500015916,9812515985,0.21,4096
n_400_c_10000000000_g_6_f_0.2_eps_0_s_100,9687506115,9687506115,0.22,3968
n_400_c_10000000000_g_6_f_0.2_eps_0_s_200,9687512459,9687512459,0.22,3968
n_400_c_10000000000_g_6_f_0.2_eps_0_s_300,9687515100,9687515100,0.21,4224
n_400_c_10000000000_g_6_f_0.2_eps_1e-05_s_100,9689705715,9689705715,0.22,4224
n_400_c_10000000000_g_6_f_0.2_eps_1e-05_s_200,9689812198,9689812198,0.22,3968
n_400_c_10000000000_g_6_f_0.2_eps_1e-05_s_300,9689917432,9689917432,0.23,4224
n_400_c_10000000000_g_6_f_0.3_eps_0.0001_s_100,9710507933,9710507933,0.21,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.0001_s_200,9711515940,9711515940,0.24,3968
n_400_c_10000000000_g_6_f_0.3_eps_0.0001_s_300,9710522627,9710522627,0.24,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.001_s_100,9937508331,9937508437,0.22,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.001_s_200,9907515913,9907516101,0.21,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.001_s_300,9917524927,9917525441,0.24,3968
n_400_c_10000000000_g_6_f_0.3_eps_0.01_s_100,9812507904,9812508031,0.23,3968
n_400_c_10000000000_g_6_f_0.3_eps_0.01_s_200,9712514902,9712514902,0.25,4224
n_400_c_10000000000_g_6_f_0.3_eps_0.01_s_300,9812523014,9812523406,0.23,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.1_s_100,9125006999,9750007034,0.20,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.1_s_200,8812513382,9812513584,0.22,4096
n_400_c_10000000000_g_6_f_0.3_eps_0.1_s_300,8812519003,9812519344,0.23,3968
n_400_c_10000000000_g_6_f_0.3_eps_0_s_100,9687507709,9687507709,0.24,4096
n_400_c_10000000000_g_6_f_0.3_eps_0_s_200,9687517863,9687517863,0.24,4096
n_400_c_10000000000_g_6_f_0.3_eps_0_s_300,9687523982,9687523982,0.24,4224
n_400_c_10000000000_g_6_f_0.3_eps_1e-05_s_100,9690007913,9690007913,0.24,4096
n_400_c_10000000000_g_6_f_0.3_eps_1e-05_s_200,9689814633,9689814633,0.22,4096
n_400_c_10000000000_g_6_f_0.3_eps_1e-05_s_300,9689723037,9689723037,0.22,4096
n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_100,99975788,99976295,0.26,4096
n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_200,99930022,99930822,0.26,3968
n_400_c_100000000_g_10_f_0.1_eps_0.0001_s_300,99886604,99888012,0.23,3968
n_400_c_100000000_g_10_f_0.1_eps_0.001_s_100,99999482,100000109,0.23,4096
n_400_c_100000000_g_10_f_0.1_eps_0.001_s_200,99907575,99908849,0.22,4096
n_400_c_100000000_g_10_f_0.1_eps_0.001_s_300,99831075,99831075,0.24,4096
n_400_c_100000000_g_10_f_0.1_eps_0.01_s_100,99490291,99881219,0.29,4224
n_400_c_100000000_g_10_f_0.1_eps_0.01_s_200,99761680,99958154,0.24,4096
n_400_c_100000000_g_10_f_0.1_eps_0.01_s_300,99159879,99941894,0.24,4096
n_400_c_100000000_g_10_f_0.1_eps_0.1_s_100,97034280,99768638,0.23,4096
n_400_c_100000000_g_10_f_0.1_eps_0.1_s_200,98794252,99770803,0.26,4096
n_400_c_100000000_g_10_f_0.1_eps_0.1_s_300,95281654,99969165,0.22,4096
n_400_c_100000000_g_10_f_0.1_eps_0_s_100,99813481,99813481,0.27,4096
n_400_c_100000000_g_10_f_0.1_eps_0_s_200,99821267,99821267,0.27,3968
n_400_c_100000000_g_10_f_0.1_eps_0_s_300,99829085,99829085,0.25,3968
n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_100,99906104,99906556,0.24,4096
n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_200,99907836,99908903,0.23,4096
n_400_c_100000000_g_10_f_0.1_eps_1e-05_s_300,99921026,99922799,0.25,4096
n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_100,99988558,99988964,0.22,4096
n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_200,99812518,99812518,0.24,4224
n_400_c_100000000_g_10_f_0.2_eps_0.0001_s_300,99832529,99832529,0.26,3968
n_400_c_100000000_g_10_f_0.2_eps_0.001_s_100,99897382,99897690,0.26,4096
n_400_c_100000000_g_10_f_0.2_eps_0.001_s_200,99791455,99987649,0.26,4096
n_400_c_100000000_g_10_f_0.2_eps_0.001_s_300,99811051,100007704,0.24,3968
n_400_c_100000000_g_10_f_0.2_eps_0.01_s_100,99883119,99883409,0.24,4096
n_400_c_100000000_g_10_f_0.2_eps_0.01_s_200,99531715,99923026,0.24,4096
n_400_c_100000000_g_10_f_0.2_eps_0.01_s_300,99948357,99949405,0.25,3968
n_400_c_100000000_g_10_f_0.2_eps_0.1_s_100,94497511,99966293,0.22,4096
n_400_c_100000000_g_10_f_0.2_eps_0.1_s_200,99385192,99971157,0.24,4096
n_400_c_100000000_g_10_f_0.2_eps_0.1_s_300,94508499,99977269,0.23,4096
n_400_c_100000000_g_10_f_0.2_eps_0_s_100,99814780,99814780,0.24,4224
n_400_c_100000000_g_10_f_0.2_eps_0_s_200,99825891,99825891,0.23,4096
n_400_c_100000000_g_10_f_0.2_eps_0_s_300,99833468,99833468,0.24,4096
n_400_c_100000000_g_10_f_0.2_eps_1e-05_s_100,99893419,99893973,0.23,4096
n_400_c_100000000_g_10_f_0.2_eps_1e-05_s_200,99904241,99905112,0.25,4096
n_400_c_100000000_g_10_f_0.2_eps_1e-05_s_300,99922220,99923788,0.23,4096
n_400_c_100000000_g_10_f_0.3_eps_0.0001_s_100,99929180,99929701,0.24,4224
n_400_c_100000000_g_10_f_0.3_eps_0.0001_s_200,99900511,99901223,0.24,4096
n_400_c_100000000_g_10_f_0.3_eps_0.0001_s_300,99940537,99941903,0.23,4096
n_400_c_100000000_g_10_f_0.3_eps_0.001_s_100,99994085,99994572,0.25,4096
n_400_c_100000000_g_10_f_0.3_eps_0.001_s_200,99990117,99991235,0.23,4096
n_400_c_100000000_g_10_f_0.3_eps_0.001_s_300,100000460,100001779,0.23,3968
n_400_c_100000000_g_10_f_0.3_eps_0.01_s_100,98962461,99939320,0.23,4096
n_400_c_100000000_g_10_f_0.3_eps_0.01_s_200,99408992,99995756,0.26,4096
n_400_c_100000000_g_10_f_0.3_eps_0.01_s_300,99787126,99983419,0.26,3968
n_400_c_100000000_g_10_f_0.3_eps_0.1_s_100,98210384,99968196,0.23,4224
n_400_c_100000000_g_10_f_0.3_eps_0.1_s_200,99390001,99975986,0.24,4096
n_400_c_100000000_g_10_f_0.3_eps_0.1_s_300,99590593,99981209,0.22,4224
n_400_c_100000000_g_10_f_0.3_eps_0_s_100,99815428,99815428,0.23,4096
n_400_c_100000000_g_10_f_0.3_eps_0_s_200,99827118,99827118,0.24,4096
n_400_c_100000000_g_10_f_0.3_eps_0_s_300,99840227,99840227,0.24,4096
n_400_c_100000000_g_10_f_0.3_eps_1e-05_s_100,99880533,99880694,0.24,3840
n_400_c_100000000_g_10_f_0.3_eps_1e-05_s_200,99903711,99905056,0.25,4096
n_400_c_100000000_g_10_f_0.3_eps_1e-05_s_300,99910291,99911751,0.27,4096
n_400_c_100000000_g_14_f_0.1_eps_0.0001_s_100,99992303,100004449,0.27,4096
n_400_c_100000000_g_14_f_0.1_eps_0.0001_s_200,100009428,100009428,0.25,4096
n_400_c_100000000_g_14_f_0.1_eps_0.0001_s_300,100014079,100014079,0.26,4224
n_400_c_100000000_g_14_f_0.1_eps_0.001_s_100,99986280,99999268,0.27,4096
n_400_c_100000000_g_14_f_0.1_eps_0.001_s_200,99983657,100008321,0.29,4096
n_400_c_100000000_g_14_f_0.1_eps_0.001_s_300,100011829,100012817,0.26,4096
n_400_c_100000000_g_14_f_0.1_eps_0.01_s_100,99764467,99996817,0.24,4096
n_400_c_100000000_g_14_f_0.1_eps_0.01_s_200,99263849,100008426,0.25,3968
n_400_c_100000000_g_14_f_0.1_eps_0.01_s_300,99318163,100002551,0.26,4096
n_400_c_100000000_g_14_f_0.1_eps_0.1_s_100,91261007,99964607,0.22,4096
n_400_c_100000000_g_14_f_0.1_eps_0.1_s_200,92973080,100002616,0.25,4224
n_400_c_100000000_g_14_f_0.1_eps_0.1_s_300,91804032,99970480,0.23,4096
n_400_c_100000000_g_14_f_0.1_eps_0_s_100,99998563,99999139,0.28,4224
n_400_c_100000000_g_14_f_0.1_eps_0_s_200,100007711,100007711,0.29,4096
n_400_c_100000000_g_14_f_0.1_eps_0_s_300,100005869,100007744,0.25,4096
n_400_c_100000000_g_14_f_0.1_eps_1e-05_s_100,99998497,99999044,0.28,4096
n_400_c_100000000_g_14_f_0.1_eps_1e-05_s_200,100006617,100006885,0.30,4096
n_400_c_100000000_g_14_f_0.1_eps_1e-05_s_300,100003300,100005416,0.24,3968
n_400_c_100000000_g_14_f_0.2_eps_0.0001_s_100,100000834,100001566,0.24,4096
n_400_c_100000000_g_14_f_0.2_eps_0.0001_s_200,100008822,100008822,0.24,4224
n_400_c_100000000_g_14_f_0.2_eps_0.0001_s_300,99999822,100001624,0.23,4096
n_400_c_100000000_g_14_f_0.2_eps_0.001_s_100,100004065,100004065,0.27,4096
n_400_c_100000000_g_14_f_0.2_eps_0.001_s_200,99922324,100008063,0.29,4096
n_400_c_100000000_g_14_f_0.2_eps_0.001_s_300,99996782,100009530,0.28,4096
n_400_c_100000000_g_14_f_0.2_eps_0.01_s_100,99146387,100001137,0.29,4224
n_400_c_100000000_g_14_f_0.2_eps_0.01_s_200,99168561,99998984,0.29,4096
n_400_c_100000000_g_14_f_0.2_eps_0.01_s_300,99912181,99998597,0.27,3968
n_400_c_100000000_g_14_f_0.2_eps_0.1_s_100,91995147,99966142,0.36,3968
n_400_c_100000000_g_14_f_0.2_eps_0.1_s_200,93464656,99970974,0.29,4096
n_400_c_100000000_g_14_f_0.2_eps_0.1_s_300,95263602,99975326,0.29,3968
n_400_c_100000000_g_14_f_0.2_eps_0_s_100,100000172,100000739,0.31,4224
n_400_c_100000000_g_14_f_0.2_eps_0_s_200,100010704,100010704,0.30,4096
n_400_c_100000000_g_14_f_0.2_eps_0_s_300,100011587,100011587,0.32,4096
n_400_c_100000000_g_14_f_0.2_eps_1e-05_s_100,99999698,100000268,0.33,3968
n_400_c_100000000_g_14_f_0.2_eps_1e-05_s_200,100006940,100006966,0.33,3968
n_400_c_100000000_g_14_f_0.2_eps_1e-05_s_300,100008791,100009811,0.30,4096
n_400_c_100000000_g_14_f_0.3_eps_0.0001_s_100,99988431,100001037,0.27,3968
n_400_c_100000000_g_14_f_0.3_eps_0.0001_s_200,99995189,99996594,0.25,4096
n_400_c_100000000_g_14_f_0.3_eps_0.0001_s_300,99999910,100012082,0.24,4224
n_400_c_100000000_g_14_f_0.3_eps_0.001_s_100,99988979,100001680,0.24,4096
n_400_c_100000000_g_14_f_0.3_eps_0.001_s_200,99948283,99997992,0.27,4096
n_400_c_100000000_g_14_f_0.3_eps_0.001_s_300,100018056,100018056,0.27,4096
n_400_c_100000000_g_14_f_0.3_eps_0.01_s_100,99471024,99996127,0.25,4096
n_400_c_100000000_g_14_f_0.3_eps_0.01_s_200,99239665,100007722,0.24,4096
n_400_c_100000000_g_14_f_0.3_eps_0.01_s_300,99551963,100004314,0.25,4096
n_400_c_100000000_g_14_f_0.3_eps_0.1_s_100,90874349,90874349,0.20,4096
n_400_c_100000000_g_14_f_0.3_eps_0.1_s_200,90930079,90930079,0.21,4224
n_400_c_100000000_g_14_f_0.3_eps_0.1_s_300,94586570,99981551,0.23,4096
n_400_c_100000000_g_14_f_0.3_eps_0_s_100,100001652,100002024,0.26,3968
n_400_c_100000000_g_14_f_0.3_eps_0_s_200,100009518,100009518,0.26,4096
n_400_c_100000000_g_14_f_0.3_eps_0_s_300,100014093,100014093,0.25,3968
n_400_c_100000000_g_14_f_0.3_eps_1e-05_s_100,100004452,100004452,0.26,4096
n_400_c_100000000_g_14_f_0.3_eps_1e-05_s_200,100012205,100012205,0.24,4096
n_400_c_100000000_g_14_f_0.3_eps_1e-05_s_300,100017760,100017760,0.26,4096
n_400_c_100000000_g_2_f_0.1_eps_0.0001_s_100,50011872,50011872,0.17,4096
n_400_c_100000000_g_2_f_0.1_eps_0.0001_s_200,50014413,50014413,0.18,4096
n_400_c_100000000_g_2_f_0.1_eps_0.0001_s_300,50015388,50015388,0.20,4224
n_400_c_100000000_g_2_f_0.1_eps_0.001_s_100,50101863,50101863,0.21,4096
n_400_c_100000000_g_2_f_0.1_eps_0.001_s_200,50104060,50104060,0.20,4096
n_400_c_100000000_g_2_f_0.1_eps_0.001_s_300,50106231,50106231,0.20,4096
n_400_c_100000000_g_2_f_0.1_eps_0.01_s_100,51002184,51002184,0.19,3968
n_400_c_100000000_g_2_f_0.1_eps_0.01_s_200,51003467,51003467,0.19,3968
n_400_c_100000000_g_2_f_0.1_eps_0.01_s_300,51006273,51006273,0.20,4096
n_400_c_100000000_g_2_f_0.1_eps_0.1_s_100,60002143,60002144,0.19,4096
n_400_c_100000000_g_2_f_0.1_eps_0.1_s_200,60003905,60003905,0.20,3968
n_400_c_100000000_g_2_f_0.1_eps_0.1_s_300,60005974,60005974,0.19,4096
n_400_c_100000000_g_2_f_0.1_eps_0_s_100,50002215,50002215,0.18,3968
n_400_c_100000000_g_2_f_0.1_eps_0_s_200,50003926,50003926,0.20,3840
n_400_c_100000000_g_2_f_0.1_eps_0_s_300,50006923,50006923,0.18,3968
n_400_c_100000000_g_2_f_0.1_eps_1e-05_s_100,50003042,50003042,0.18,4096
n_400_c_100000000_g_2_f_0.1_eps_1e-05_s_200,50004940,50004940,0.20,4224
n_400_c_100000000_g_2_f_0.1_eps_1e-05_s_300,50008002,50008002,0.20,4096
n_400_c_100000000_g_2_f_0.2_eps_0.0001_s_100,50014063,50014063,0.22,4096
n_400_c_100000000_g_2_f_0.2_eps_0.0001_s_200,50018720,50018720,0.19,4096
n_400_c_100000000_g_2_f_0.2_eps_0.0001_s_300,50023126,50023126,0.20,4096
n_400_c_100000000_g_2_f_0.2_eps_0.001_s_100,50104091,50104091,0.19,4096
n_400_c_100000000_g_2_f_0.2_eps_0.001_s_200,50108067,50108067,0.17,3968
n_400_c_100000000_g_2_f_0.2_eps_0.001_s_300,50112227,50112227,0.18,3968
n_400_c_100000000_g_2_f_0.2_eps_0.01_s_100,51004034,51004034,0.18,4096
